Edible_plants,date,Fruit_dishes,Vegetable_dishes,Tea,Nutrition_guides,Dietetics,Drinking_water
8429.285714285717,2018-01-07,962.4285714285714,3706.8571428571436,1644.5714285714287,0.0,709.4285714285714,1389.5714285714287
8427.14285714286,2018-01-14,952.4285714285714,3709.5714285714294,1809.2857142857142,0.0,703.1428571428571,1394.0000000000002
8427.14285714286,2018-01-21,949.7142857142857,3706.4285714285725,1784.1428571428573,0.0,710.7142857142858,1388.0000000000002
8429.000000000004,2018-01-28,948.0,3707.7142857142867,1840.857142857143,0.0,716.7142857142858,1387.8571428571431
8428.285714285717,2018-02-04,944.8571428571428,3704.7142857142867,1772.7142857142858,0.0,695.4285714285714,1385.0000000000002
8427.571428571433,2018-02-11,940.2857142857142,3707.000000000001,1702.7142857142858,0.0,697.8571428571429,1388.4285714285716
8429.571428571433,2018-02-18,943.4285714285714,3708.5714285714294,1751.4285714285716,0.0,696.8571428571429,1387.8571428571431
8428.14285714286,2018-02-25,942.4285714285714,3708.000000000001,1766.2857142857142,0.0,697.2857142857143,1384.0000000000002
8429.857142857147,2018-03-04,941.5714285714286,3707.4285714285725,1737.857142857143,0.0,699.2857142857143,1384.1428571428573
8429.14285714286,2018-03-11,943.7142857142857,3706.7142857142867,1718.5714285714287,0.0,697.4285714285714,1388.5714285714287
8430.14285714286,2018-03-18,941.4285714285714,3707.5714285714294,1699.5714285714287,0.0,702.0,1388.8571428571431
8429.571428571433,2018-03-25,945.5714285714286,3705.4285714285725,1660.857142857143,0.0,683.2857142857143,1390.1428571428573
8430.000000000004,2018-04-01,951.2857142857142,3708.000000000001,1630.5714285714287,0.0,684.7142857142858,1385.5714285714287
8425.71428571429,2018-04-08,955.0,3704.000000000001,1576.2857142857142,0.0,696.2857142857143,1385.8571428571431
8429.571428571433,2018-04-15,951.4285714285714,3705.000000000001,1671.0,0.0,691.5714285714286,1389.2857142857144
8431.571428571433,2018-04-22,945.1428571428571,3702.000000000001,1691.7142857142858,0.0,689.0,1389.0000000000002
8428.000000000004,2018-04-29,945.4285714285714,3703.4285714285725,1668.1428571428573,0.0,701.7142857142858,1384.8571428571431
8427.14285714286,2018-05-06,953.8571428571428,3704.5714285714294,1599.2857142857142,0.0,692.2857142857143,1382.2857142857144
8426.000000000004,2018-05-13,966.1428571428571,3702.4285714285725,1613.7142857142858,0.0,692.4285714285714,1384.0000000000002
8427.000000000004,2018-05-20,971.7142857142857,3703.285714285715,1731.5714285714287,0.0,686.0,1389.7142857142858
8427.857142857147,2018-05-27,993.5714285714286,3702.5714285714294,1639.0,0.0,691.1428571428571,1384.2857142857144
8432.000000000004,2018-06-03,1037.142857142857,3704.285714285715,1651.4285714285716,0.0,696.1428571428571,1386.4285714285716
8429.857142857147,2018-06-10,1031.2857142857142,3703.000000000001,1719.5714285714287,0.0,695.8571428571429,1386.0000000000002
8426.571428571433,2018-06-17,1060.7142857142858,3703.4285714285725,1691.1428571428573,0.0,689.1428571428571,1387.0000000000002
8429.571428571433,2018-06-24,1056.2857142857142,3704.4285714285725,1657.1428571428573,0.0,684.2857142857143,1385.0000000000002
8429.428571428574,2018-07-01,1039.857142857143,3704.4285714285725,1630.857142857143,0.0,689.0,1385.5714285714287
8422.857142857147,2018-07-08,1007.8571428571428,3701.8571428571436,1601.4285714285716,0.0,687.5714285714286,1380.2857142857144
8426.71428571429,2018-07-15,1000.1428571428571,3701.142857142858,1827.1428571428573,0.0,688.7142857142858,1386.1428571428573
8427.571428571433,2018-07-22,987.8571428571428,3705.4285714285725,1650.5714285714287,0.0,694.7142857142858,1383.7142857142858
8425.285714285717,2018-07-29,982.8571428571428,3703.142857142858,1535.2857142857142,0.0,717.0,1383.2857142857144
8426.14285714286,2018-08-05,970.5714285714286,3703.000000000001,1459.5714285714287,0.0,718.7142857142858,1389.5714285714287
8423.285714285717,2018-08-12,970.4285714285714,3703.5714285714294,1511.7142857142858,0.0,695.5714285714286,1384.5714285714287
8427.428571428574,2018-08-19,970.5714285714286,3704.142857142858,1534.1428571428573,0.0,692.1428571428571,1382.2857142857144
8421.571428571433,2018-08-26,975.8571428571428,3705.5714285714294,1576.2857142857142,0.0,689.5714285714286,1380.8571428571431
8421.428571428574,2018-09-02,964.7142857142857,3706.4285714285725,1564.5714285714287,0.0,686.5714285714286,1382.2857142857144
8424.285714285717,2018-09-09,959.5714285714286,3705.000000000001,1582.1428571428573,0.0,685.2857142857143,1380.8571428571431
8422.000000000004,2018-09-16,955.1428571428571,3705.5714285714294,1587.2857142857142,0.0,689.5714285714286,1392.2857142857144
8422.571428571433,2018-09-23,950.7142857142857,3704.7142857142867,1619.1428571428573,0.0,713.0,1382.8571428571431
8421.571428571433,2018-09-30,943.0,3702.4285714285725,1552.1428571428573,0.0,681.5714285714286,1383.0000000000002
8425.71428571429,2018-10-07,954.0,3703.4285714285725,1582.2857142857142,0.0,682.1428571428571,1380.8571428571431
8427.857142857147,2018-10-14,960.8571428571428,3705.285714285715,1615.5714285714287,0.0,684.7142857142858,1380.8571428571431
8423.857142857147,2018-10-21,961.0,3707.000000000001,1691.5714285714287,0.0,688.5714285714286,1384.8571428571431
8426.857142857147,2018-10-28,959.5714285714286,3704.8571428571436,1707.5714285714287,0.0,682.0,1383.2857142857144
8425.14285714286,2018-11-04,969.1428571428571,3705.8571428571436,1643.1428571428573,0.0,678.5714285714286,1386.5714285714287
8429.71428571429,2018-11-11,952.5714285714286,3705.8571428571436,1754.0,0.0,687.5714285714286,1386.2857142857144
8427.857142857147,2018-11-18,960.7142857142857,3705.4285714285725,1763.1428571428573,0.0,690.2857142857143,1387.0000000000002
8426.571428571433,2018-11-25,959.2857142857142,3703.142857142858,1794.5714285714287,0.0,759.7142857142858,1387.2857142857144
8427.857142857147,2018-12-02,965.8571428571428,3709.000000000001,1761.5714285714287,0.0,688.8571428571429,1383.2857142857144
8428.14285714286,2018-12-09,973.7142857142857,3704.8571428571436,1770.7142857142858,0.0,688.0,1384.4285714285716
8424.285714285717,2018-12-16,973.7142857142857,3706.142857142858,1746.4285714285716,0.0,698.1428571428571,1386.7142857142858
8424.285714285717,2018-12-23,998.0,3708.8571428571436,1618.2857142857142,0.0,677.4285714285714,1384.7142857142858
8423.71428571429,2018-12-30,1047.857142857143,3701.285714285715,1503.4285714285716,0.0,682.8571428571429,1379.5714285714287
8427.14285714286,2019-01-06,1001.8571428571428,3705.285714285715,1599.0,0.0,695.8571428571429,1382.8571428571431
8427.285714285717,2019-01-13,966.4285714285714,3709.4285714285725,1800.7142857142858,0.0,702.0,1385.5714285714287
8430.285714285717,2019-01-20,963.2857142857142,3709.142857142858,1832.1428571428573,0.0,698.1428571428571,1385.5714285714287
8428.571428571433,2019-01-27,958.1428571428571,3710.285714285715,1766.7142857142858,0.0,690.2857142857143,1385.4285714285716
8429.14285714286,2019-02-03,962.2857142857142,3705.4285714285725,1777.857142857143,0.0,689.7142857142858,1386.4285714285716
8427.285714285717,2019-02-10,957.8571428571428,3708.000000000001,2595.0,0.0,700.5714285714286,1382.0000000000002
8429.000000000004,2019-02-17,954.0,3710.285714285715,1727.7142857142858,0.0,699.0,1381.2857142857144
8484.000000000004,2019-02-24,953.1428571428571,3705.7142857142867,1734.2857142857142,0.0,778.8571428571429,1382.7142857142858
8425.857142857147,2019-03-03,948.7142857142857,3707.000000000001,1641.857142857143,0.0,690.1428571428571,1383.7142857142858
8425.428571428574,2019-03-10,948.4285714285714,4018.8571428571436,1665.4285714285716,0.0,688.7142857142858,1385.5714285714287
8434.285714285717,2019-03-17,956.0,3711.4285714285725,1722.0,0.0,725.2857142857143,1383.5714285714287
8438.000000000004,2019-03-24,959.0,3708.142857142858,1700.0,0.0,687.5714285714286,1383.8571428571431
8436.285714285717,2019-03-31,949.4285714285714,3709.7142857142867,1663.1428571428573,0.0,696.8571428571429,1384.2857142857144
8429.14285714286,2019-04-07,946.7142857142857,3708.8571428571436,1669.857142857143,0.0,722.4285714285714,1384.1428571428573
8425.71428571429,2019-04-14,972.2857142857142,3706.142857142858,1688.1428571428573,0.0,730.4285714285714,1380.2857142857144
8422.14285714286,2019-04-21,957.8571428571428,3709.4285714285725,1538.4285714285716,0.0,720.2857142857143,1381.0000000000002
8424.71428571429,2019-04-28,963.1428571428571,3710.5714285714294,1596.5714285714287,0.0,734.4285714285714,1385.5714285714287
8425.285714285717,2019-05-05,961.5714285714286,3712.142857142858,1679.2857142857142,0.0,741.7142857142858,1383.4285714285716
8422.14285714286,2019-05-12,958.4285714285714,3708.7142857142867,1751.1428571428573,0.0,748.8571428571429,1383.0000000000002
8423.71428571429,2019-05-19,959.2857142857142,3704.8571428571436,1729.2857142857142,0.0,726.1428571428571,1379.8571428571431
8423.428571428574,2019-05-26,960.7142857142857,3706.000000000001,1672.857142857143,0.0,732.2857142857143,1382.5714285714287
8421.71428571429,2019-06-02,972.4285714285714,3705.142857142858,1623.2857142857142,0.0,733.5714285714286,1381.2857142857144
8418.857142857147,2019-06-09,999.5714285714286,3706.8571428571436,1667.4285714285716,0.0,725.8571428571429,1378.8571428571431
8420.571428571433,2019-06-16,1011.4285714285714,3705.4285714285725,1635.7142857142858,0.0,775.2857142857143,1379.7142857142858
8421.000000000004,2019-06-23,1021.0,3706.000000000001,1581.2857142857142,0.0,726.8571428571429,1381.2857142857144
8420.14285714286,2019-06-30,1010.4285714285714,3706.000000000001,1585.1428571428573,0.0,731.5714285714286,1380.2857142857144
8421.428571428574,2019-07-07,1003.7142857142857,3703.285714285715,1597.857142857143,0.0,722.8571428571429,1381.2857142857144
8421.71428571429,2019-07-14,1001.4285714285714,3702.285714285715,1641.0,0.0,724.5714285714286,1376.8571428571431
8421.285714285717,2019-07-21,991.5714285714286,3702.142857142858,1618.7142857142858,0.0,723.0,1380.2857142857144
8420.000000000004,2019-07-28,971.2857142857142,3701.142857142858,1525.4285714285716,0.0,725.7142857142858,1380.1428571428573
8422.857142857147,2019-08-04,973.4285714285714,3704.000000000001,1527.7142857142858,0.0,723.5714285714286,1380.8571428571431
8421.71428571429,2019-08-11,969.5714285714286,3706.000000000001,1566.1428571428573,0.0,716.4285714285714,1379.0000000000002
8425.000000000004,2019-08-18,971.2857142857142,3706.000000000001,1593.2857142857142,0.0,722.7142857142858,1382.0000000000002
8425.857142857147,2019-08-26,976.2857142857142,3709.4285714285725,1687.7142857142858,0.0,717.7142857142858,1377.4285714285716
8427.000000000004,2019-09-02,964.2857142857142,3707.5714285714294,1602.5714285714287,0.0,763.4285714285714,1378.8571428571431
8426.857142857147,2019-09-10,963.7142857142857,3706.4285714285725,1558.2857142857142,0.0,716.4285714285714,1382.8571428571431
8425.71428571429,2019-09-17,961.7142857142857,3705.4285714285725,1569.4285714285716,0.0,714.0,1383.0000000000002
8425.857142857147,2019-09-24,950.2857142857142,3707.000000000001,1598.2857142857142,0.0,713.1428571428571,1385.2857142857144
8430.000000000004,2019-10-01,958.5714285714286,3704.285714285715,1655.7142857142858,0.0,721.1428571428571,1381.5714285714287
8431.571428571433,2019-10-08,957.1428571428571,3710.142857142858,1665.4285714285716,0.0,717.7142857142858,1378.8571428571431
8433.000000000004,2019-10-15,951.2857142857142,3708.7142857142867,1635.5714285714287,0.0,720.0,1382.0000000000002
8430.285714285717,2019-10-22,950.1428571428571,3706.7142857142867,1695.857142857143,0.0,726.1428571428571,1380.2857142857144
